candidat,exergue,thematique_1,thematique_2,position,detail,signes,nom_source,lien_source,date_source,theme_1,theme_2
Marine Le Pen,Statut des aidants familiaux,Santé,Familles,Renforcer le congé de proche aidant et créer une indemnité de 300 euros,Elle souhaite revaloriser le statut des aidants de personnes dépendantes en augmentant la durée du congé de proche aidant (de trois à douze mois) et en indexant l'indemnisation sur les revenus de la personne aidante. Une indemnisation spécifique de 300 euros mensuels sera attribuée aux aidants faisant le choix d'un maintien à domicile de la personne aidée.,pos.: 71 | détail:358,Programme,https://mlafrance.fr/pdfs/projet-la-sante.pdf,04/02/22,Société,Société
Marine Le Pen,"",Santé,Asile et immigration,Supprimer l'aide médicale d'Etat pour les adultes,"Marine Le Pen souhaite supprimer ce dispositif d'accès aux soins destiné aux étrangers en situation irrégulière en ne conservant qu'un dispositif de soins urgents, c’est-à-dire ceux mettant en jeu le pronostic vital ou pouvant conduire à une altération grave et durable de l’état de santé de la personne ou d’un enfant à naître.",pos.: 49 | détail:330,Programme,https://mlafrance.fr/pdfs/projet-la-sante.pdf,04/02/22,Société,Société
Marine Le Pen,Distribution des aides sociales,Prestations sociales,Familles,Réserver les allocations aux Français et lutter contre la fraude,"La candidate souhaite que toutes les allocations et primes de politique familiale soient réservées exclusivement aux familles dont au moins l’un des deux parents est français. Cette mesure sera soumise à référendum. Elle entend également créer un ministère de la lutte contre la fraude (fiscale, aux cotisations et prestations sociales, aux importations, ententes, etc.) et remplacer la carte Vitale actuelle par un modèle biométrique infalsifiable.",pos.: 64 | détail:455,Programme,https://mlafrance.fr/pdfs/projet-la-famille.pdf,"",Social,Société
Marine Le Pen,Allocation aux adultes handicapés,Handicap,Protection sociale,Déconjugaliser l'AAH,La candidate du RN est favorable à la déconjugalisation de l’allocation adulte handicapé.,pos.: 20 | détail:89,Programme,https://mlafrance.fr/pdfs/projet-la-sante.pdf,3/12/2021,Société,Social
Marine Le Pen,Droit d'asile,Asile et immigration,"",Traiter les demandes de droit d’asile uniquement depuis l’étranger,Marine Le Pen propose de modifier le droit d'asile et que les demandes soient déposées et traitées à l'étranger dans les consulats et ambassades françaises. Seules les personnes ayant obtenu le statut de réfugié pourront venir en France. Ce statut sera périodiquement réexaminé. Ces règles s'appliqueraient également aux mineurs isolés.,pos.: 66 | détail:336,Programme,https://mlafrance.fr/pdfs/projet-controle-de-limmigration.pdf,04/02/22,Société,""
Marine Le Pen,Conditions d'accès à la nationalité française,Asile et immigration,"",Supprimer le droit du sol et durcir les règles de naturalisation,"Le projet proposé par Marine Le Pen prévoit la suppression du droit du sol, la fin de l'acquisition systématique de la nationalité par le mariage, la restriction de la naturalisation et l'inscription dans la Constitution des circonstances pouvant conduire au retrait ou à la déchéance de la nationalité.",pos.: 64 | détail:305,Programme,https://mlafrance.fr/pdfs/projet-controle-de-limmigration.pdf,04/02/22,Société,""
Marine Le Pen,Accueil des migrants,Asile et immigration,"",Interdire les régularisations et favoriser les expulsions,"La candidate du RN veut inscrire dans la Constitution, par un référendum, la priorité nationale et la supériorité du droit français sur le droit international. Elle souhaite interdire les régularisations d'étrangers en situation irrégulière, permettre leur expulsion systématique, de même que celle des étrangers condamnés. Elle propose aussi de supprimer l'autorisation de séjour de tout étranger et de renvoyer tous ceux n’ayant pas travaillé depuis un an en France. Enfin elle ambitionne de pénaliser la présence et l'entrée illégales sur le territoire. ",pos.: 57 | détail:559,Programme,https://mlafrance.fr/pdfs/projet-controle-de-limmigration.pdf,04/02/22,Société,""
Marine Le Pen,Contrôle des frontières de l'Europe,Institutions européennes,Asile et immigration,Rétablir un contrôle aux frontières,"Marine Le Pen compte renégocier les accords de Schengen, rétablir un contrôle aux frontières tout en maintenant des procédures simplifiées pour les ressortissants des Etats de l'Union européenne. ",pos.: 35 | détail:196,Programme,https://mlafrance.fr/pdfs/projet-controle-de-limmigration.pdf,04/02/22,Europe,Société
Marine Le Pen,Mineurs étrangers non accompagnés,Asile et immigration,"",Vérifier la situation des mineurs isolés étrangers par test osseux et renvoyer les faux mineurs,Le projet de loi que la candidate du RN souhaite soumettre par référendum précise que les dispositions prévues « peuvent s'appliquer aux mineurs ». Les mineurs isolés étrangers refusant de se soumettre aux tests osseux seront réputés majeurs et remis aux autorités de leur pays d'origine.,pos.: 97 | détail:288,Programme,https://mlafrance.fr/pdfs/projet-controle-de-limmigration.pdf,04/02/22,Société,""
Marine Le Pen,Lutte contre le terrorisme,Terrorisme et renseignement,"",Interdire la diffusion de l'idéologie islamiste et renforcer le renseignement ,"La proposition de loi de Marine Le Pen permettra d'interdire la pratique, la manifestation ainsi que la diffusion publique de l'idéologie islamiste. Elle prévoit de retirer la nationalité française aux individus qui manifestent ou diffusent cette idéologie islamiste. Les moyens consacrés à la lutte contre le terrorisme islamiste seront renforcés en complétant l'appareil des renseignements généraux et en créant un maillage territorial sous la direction d'un procureur national antiterroriste.",pos.: 80 | détail:499,Programme,https://mlafrance.fr/pdfs/projet-la-securite.pdf,04/02/22,Sécurité,""
Marine Le Pen,Budget de la police et la gendarmerie,Police et gendarmerie,Justice,"Allouer 1,5 milliard par an de plus pour la sécurité et la justice","Son projet de loi de programmation pour la sécurité et la justice vise une hausse de 1,5 milliard d’euros par an de budget, la création de 7 000 postes de policiers et gendarmes et de 3 000 personnels administratifs. Ce projet compte obliger les communes de plus de 10 000 habitants à se doter d'une police municipale.",pos.: 66 | détail:318,Programme,https://mlafrance.fr/pdfs/projet-la-securite.pdf,04/02/22,Sécurité,Société
Marine Le Pen,Fonctionnement de la justice,Justice,"",Doubler le nombre de magistrats,La candidate du RN compte doubler le nombre de magistrats pour le porter à 20 000 d'ici à 2028 et augmenter en conséquences le nombre de greffiers et personnels administratifs ou techniques. ,pos.: 31 | détail:191,Programme,https://mlafrance.fr/pdfs/projet-la-securite.pdf,04/02/22,Société,""
Marine Le Pen,Prisons,Prison,"",Parvenir à 85 000 places de prison ,La candidate entend porter d'ici à 2028 à 85 000 le nombre de places de prison.,pos.: 35 | détail:79,Programme,https://mlafrance.fr/pdfs/projet-la-securite.pdf,04/02/22,Sécurité,""
Marine Le Pen,Fonctionnement de la police,Police et gendarmerie,Justice,Instaurer une présomption de légitime défense pour les policiers et les gendarmes,"Marine Le Pen veut restaurer l'autorité des forces de l'ordre. Les policiers et les gendarmes doivent intervenir partout contre les délinquants. En utilisant la force lorsque cela est nécessaire, sans jamais craindre de l’utiliser.",pos.: 81 | détail:233,Programme,https://mlafrance.fr/pdfs/projet-la-securite.pdf,04/02/22,Sécurité,Société
Marine Le Pen,Politique pénale,Justice,Prison,Rétablir les peines planchers et refuser les aménagements de peine,"La candidate souhaite réformer la politique pénale en rétablissant les peines planchers et les sanctions financières. Elle entend supprimer toute possibilité de réduction et d’aménagements de peine, en particulier pour les agressions physiques. Elle compte accélérer les procédures en doublant le nombre de magistrats.",pos.: 66 | détail:318,Programme,https://mlafrance.fr/pdfs/projet-la-securite.pdf,04/02/22,Société,Sécurité
Marine Le Pen,Violences faites aux femmes,Droit des femmes ,Justice,Juger plus rapidement les ex-conjoints,"Marine Le Pen entend juger les conjoints et ex-conjoints à l'origine de violences dans des délais très brefs. Par ailleurs, les personnes condamnées pour outrages sexistes feront l’objet d’une inscription au fichier des criminels et délinquants sexuels.",pos.: 38 | détail:253,Programme,https://mlafrance.fr/pdfs/projet-la-securite.pdf,04/02/22,Société,Société
Marine Le Pen,Justice des mineurs,Prison,Justice,Appliquer les très courtes peines de prison et punir les mineurs délinquants,"La candidate souhaite appliquer les très courtes peines de prison pour enrayer les parcours déliquants. Pour les mineurs, elle envisage de doubler les peines éducatives par des sanctions financières aux parents (dont la suspension des allocations familiales). Elle prévoit aussi de généraliser les centres fermés pour mineurs à tous les départements afin d'envisager une privation de liberté en bénéficiant d’un encadrement éducatif adapté.",pos.: 76 | détail:444,Programme,https://mlafrance.fr/pdfs/projet-la-securite.pdf,04/02/22,Sécurité,Société
Marine Le Pen,Outre-mer,Outre-mer,Mer,Créer un grand ministère d'Etat de la mer et de l'outre-mer ,"Mme Le Pen compte restaurer la souveraineté de la France sur son espace maritime, réaffirmer la maîtrise des frontières, le développement économique de l'outre-mer, réformer la fiscalité pour baisser le coût de la vie, attirer les investissements.",pos.: 60 | détail:247,Programme,https://mlafrance.fr/pdfs/Projet-Outre-Mer.pdf,04/02/22,Société,Economie
Marine Le Pen,Précarité énergétique,Pouvoir d'achat,Energie,Baisser la TVA sur les produits énergétiques,"La candidate du RN propose de baisser la TVA de 20 à 5,5 sur les produits énergétiques (gaz, électricité, carburants et fioul) en les considérant comme des biens de première nécessité.",pos.: 44 | détail:188,Programme,"","",Social,Environnement
Marine Le Pen,Politique familiale,Fiscalité,Familles,Instaurer une pleine part fiscale pour le deuxième enfant,"Dans un objectif de relance de la natalité, Marine Le Pen veut accorder aux couples soumis à imposition commune une pleine part de quotient famillial dès le deuxième enfant (au lieu du troisième, actuellement). Elle entend aussi doubler le plafond de l'allocation de soutien familial (ASF) de 116 euros mensuels à 230 euros pour les parents qui élèvent seuls leur enfant.",pos.: 57 | détail:371,Programme,https://mlafrance.fr/pdfs/projet-la-famille.pdf,"",Economie,Société
Marine Le Pen,Accession à la propriété,Familles,Logement,Offrir un prêt à taux zéro aux jeunes couples accédant à la propriété,"La candidate propose d'accorder aux couples dont la moyenne d’âge est inférieure à 30 ans, et dont au moins l’un des deux membres est français, un prêt public à taux zéro sur dix ans – 100 000 euros au maximum – pour compléter chaque prêt immobilier. Et pour encourager les projets familiaux, le capital restant dû sera transformé en don à la naissance de leur troisième enfant, ajoute-t-elle dans son programme.",pos.: 69 | détail:414,Programme,https://mlafrance.fr/pdfs/projet-la-famille.pdf,"",Société,Social
Marine Le Pen,Logements sociaux,Logement,"","Instituer une priorité nationale
pour le logement social et étudiant","La candidate d'extrême droite veut donner accès aux logements sociaux et étudiants en priorité aux Français. Parallèlement, elle propose de construire 100 000 logements sociaux par an, dont 20 000 en faveur des étudiants et jeunes travailleurs.",pos.: 70 | détail:246,Programme,https://mlafrance.fr/pdfs/projet-la-famille.pdf, ,Social,""
Marine Le Pen,Nationalisation,Transports,Pouvoir d'achat,Renationaliser les autoroutes,Marine Le Pen assure que la renationalisation des concessions autoroutières permettra de baisser le prix des péages et ainsi d'augmenter le pouvoir d'achat des Français.,pos.: 29 | détail:169,Programme,https://mlafrance.fr/pdfs/projet-la-famille.pdf,"",Environnement,Social
